Order_ID,Order_Date,Category,Sub_Category,Region,City,Quantity,Discount,Sales,Profit
ORD-0896,2025-10-17,Office Supplies,Paper,South,Chennai,4,0.2,680.05,78.71
ORD-0897,2025-11-19,Furniture,Furnishings,North,Jaipur,2,0.3,356.02,-2.1
ORD-0898,2025-10-22,Technology,Printers,West,Ahmedabad,1,0.0,177.6,32.44
ORD-0899,2025-02-18,Technology,Laptops,East,Kolkata,4,0.0,2404.4,251.71
ORD-0900,2025-08-13,Furniture,Chairs,South,Chennai,7,0.05,1998.55,410.68
ORD-0901,2025-05-21,Technology,Accessories,East,Kolkata,7,0.0,3828.67,856.61
ORD-0902,2025-01-31,Office Supplies,Storage,North,Chandigarh,2,0.0,221.53,23.59
ORD-0903,2025-01-16,Technology,Accessories,North,Chandigarh,7,0.05,4289.85,437.75
ORD-0904,2025-03-12,Technology,Laptops,North,Chandigarh,9,0.1,3472.43,551.37
ORD-0905,2025-11-20,Office Supplies,Storage,South,Chennai,6,0.0,710.11,140.87
ORD-0906,2025-04-02,Office Supplies,Binders,South,Bengaluru,1,0.0,46.3,7.81
ORD-0907,2025-07-25,Furniture,Furnishings,East,Bhubaneswar,1,0.3,195.84,0.26
ORD-0908,2025-04-28,Furniture,Furnishings,North,Delhi,5,0.0,1209.31,250.42
ORD-0909,2025-05-29,Furniture,Chairs,South,Hyderabad,8,0.1,1738.52,338.82
ORD-0910,2025-05-30,Office Supplies,Storage,South,Bengaluru,1,0.1,61.44,10.27
ORD-0911,2025-11-30,Technology,Phones,East,Kolkata,8,0.0,4745.71,983.93
ORD-0912,2025-10-23,Technology,Laptops,West,Mumbai,1,0.2,690.4,76.9
ORD-0913,2025-08-14,Furniture,Bookcases,North,Delhi,6,0.1,1908.11,333.72
ORD-0914,2025-01-22,Technology,Laptops,North,Chandigarh,9,0.0,4394.76,628.96
ORD-0915,2025-09-10,Furniture,Bookcases,West,Pune,6,0.15,3649.46,703.82
ORD-0916,2025-02-08,Technology,Laptops,East,Bhubaneswar,7,0.1,1966.66,361.91
ORD-0917,2025-11-10,Furniture,Chairs,South,Hyderabad,8,0.2,2968.24,72.78
ORD-0918,2025-10-26,Furniture,Tables,East,Patna,6,0.1,1630.31,98.45
ORD-0919,2025-10-30,Furniture,Chairs,West,Pune,9,0.05,2321.14,239.53
ORD-0920,2025-04-04,Furniture,Tables,East,Bhubaneswar,5,0.1,1928.28,270.25
ORD-0921,2025-05-28,Furniture,Bookcases,South,Hyderabad,7,0.15,1762.85,271.58
ORD-0922,2025-10-07,Technology,Laptops,South,Hyderabad,4,0.2,1668.59,28.5
ORD-0923,2025-06-01,Office Supplies,Storage,North,Delhi,6,0.3,1045.27,129.49
ORD-0924,2025-06-14,Office Supplies,Storage,East,Kolkata,1,0.05,228.69,29.88
ORD-0925,2025-05-18,Technology,Phones,East,Patna,3,0.05,1938.99,218.33
ORD-0926,2025-01-22,Furniture,Bookcases,East,Patna,2,0.3,264.27,30.14
ORD-0927,2025-04-15,Office Supplies,Paper,East,Kolkata,6,0.0,611.53,64.93
ORD-0928,2025-09-29,Office Supplies,Storage,East,Kolkata,1,0.1,106.22,6.14
ORD-0929,2025-07-11,Office Supplies,Paper,North,Delhi,6,0.0,554.51,125.22
ORD-0930,2025-07-21,Furniture,Furnishings,South,Chennai,8,0.15,2181.34,306.38
ORD-0931,2025-12-10,Office Supplies,Paper,South,Hyderabad,2,0.0,274.35,48.54
ORD-0932,2025-02-11,Office Supplies,Paper,South,Hyderabad,5,0.0,483.95,44.81
ORD-0933,2025-11-16,Office Supplies,Paper,North,Delhi,9,0.15,621.86,64.63
ORD-0934,2025-01-09,Office Supplies,Storage,South,Chennai,1,0.0,133.65,14.32
ORD-0935,2025-03-03,Technology,Accessories,South,Hyderabad,4,0.05,2074.1,230.91
ORD-0936,2025-07-23,Furniture,Furnishings,South,Bengaluru,3,0.3,803.78,80.58
ORD-0937,2025-06-16,Furniture,Tables,South,Bengaluru,2,0.15,917.33,68.02
ORD-0938,2025-04-20,Furniture,Bookcases,North,Chandigarh,1,0.05,75.97,10.05
ORD-0939,2025-01-01,Technology,Printers,North,Delhi,5,0.2,826.95,22.05
ORD-0940,2025-10-11,Furniture,Chairs,South,Chennai,3,0.2,813.42,68.04
ORD-0941,2025-01-08,Office Supplies,Storage,North,Chandigarh,5,0.3,331.59,-5.35
ORD-0942,2025-05-10,Technology,Printers,West,Mumbai,5,0.0,2453.73,294.56
ORD-0943,2025-08-03,Office Supplies,Paper,East,Kolkata,2,0.05,291.13,43.81
ORD-0944,2025-01-15,Technology,Phones,North,Chandigarh,5,0.15,1811.26,332.64
ORD-0945,2025-06-15,Office Supplies,Binders,East,Patna,5,0.05,739.89,67.24
ORD-0946,2025-04-25,Technology,Laptops,South,Hyderabad,7,0.15,1338.44,152.28
ORD-0947,2025-12-25,Furniture,Furnishings,South,Chennai,1,0.3,391.45,11.97
ORD-0948,2025-05-08,Furniture,Tables,North,Jaipur,7,0.05,3286.14,331.72
ORD-0949,2025-06-18,Office Supplies,Storage,South,Bengaluru,4,0.05,335.9,38.49
ORD-0950,2025-10-14,Technology,Phones,East,Kolkata,5,0.3,1010.54,31.19
ORD-0951,2025-04-06,Technology,Printers,South,Bengaluru,6,0.0,1977.84,161.52
ORD-0952,2025-05-18,Technology,Printers,East,Bhubaneswar,6,0.15,3527.98,311.86
ORD-0953,2025-06-18,Technology,Laptops,East,Kolkata,3,0.3,1945.1,113.97
ORD-0954,2025-07-05,Office Supplies,Binders,West,Pune,2,0.3,232.75,13.24
ORD-0955,2025-01-03,Office Supplies,Labels,West,Ahmedabad,3,0.15,274.67,45.0
ORD-0956,2025-06-14,Office Supplies,Binders,South,Hyderabad,4,0.1,689.96,107.11
ORD-0957,2025-06-21,Furniture,Furnishings,West,Ahmedabad,8,0.15,2252.12,278.59
ORD-0958,2025-01-04,Furniture,Chairs,North,Delhi,9,0.2,2885.75,383.05
ORD-0959,2025-11-10,Office Supplies,Binders,North,Jaipur,3,0.2,350.11,22.38
ORD-0960,2025-07-24,Office Supplies,Binders,South,Bengaluru,9,0.0,835.97,143.29
ORD-0961,2025-06-01,Technology,Accessories,West,Mumbai,2,0.15,1000.54,28.72
ORD-0962,2025-06-26,Office Supplies,Labels,South,Chennai,1,0.1,111.56,11.07
ORD-0963,2025-09-12,Office Supplies,Labels,East,Bhubaneswar,7,0.3,719.16,32.68
ORD-0964,2025-09-06,Technology,Laptops,South,Bengaluru,6,0.15,3665.43,372.51
ORD-0965,2025-03-29,Office Supplies,Paper,West,Pune,9,0.0,1119.3,267.42
ORD-0966,2025-05-13,Office Supplies,Binders,North,Jaipur,7,0.2,1445.81,130.15
ORD-0967,2025-09-28,Technology,Printers,North,Delhi,1,0.3,414.23,52.76
ORD-0968,2025-02-18,Furniture,Tables,East,Bhubaneswar,7,0.0,1995.81,172.83
ORD-0969,2025-03-24,Technology,Phones,North,Jaipur,9,0.2,1805.92,49.15
ORD-0970,2025-05-02,Office Supplies,Paper,East,Kolkata,9,0.05,641.3,60.96
ORD-0971,2025-01-13,Furniture,Chairs,West,Mumbai,3,0.15,825.6,137.34
ORD-0972,2025-04-19,Office Supplies,Paper,North,Jaipur,4,0.0,537.54,43.27
ORD-0973,2025-12-31,Technology,Phones,South,Bengaluru,2,0.2,769.33,59.33
ORD-0974,2025-03-30,Furniture,Tables,South,Bengaluru,3,0.15,1102.7,177.48
ORD-0975,2025-11-24,Office Supplies,Paper,North,Jaipur,5,0.0,761.86,124.47
ORD-0976,2025-09-14,Technology,Phones,South,Bengaluru,9,0.05,4119.27,456.15
ORD-0977,2025-07-02,Furniture,Chairs,West,Ahmedabad,3,0.05,461.27,43.17
ORD-0978,2025-12-28,Furniture,Furnishings,East,Bhubaneswar,1,0.15,236.5,29.58
ORD-0979,2025-04-13,Furniture,Chairs,South,Hyderabad,7,0.2,1672.53,154.39
ORD-0980,2025-07-06,Furniture,Furnishings,North,Jaipur,6,0.05,847.63,65.34
ORD-0981,2025-01-17,Technology,Printers,West,Mumbai,5,0.15,2572.43,158.82
ORD-0982,2025-01-31,Office Supplies,Binders,South,Chennai,7,0.05,758.66,133.07
ORD-0983,2025-02-06,Furniture,Chairs,East,Bhubaneswar,7,0.2,2331.22,228.25
ORD-0984,2025-08-19,Office Supplies,Labels,East,Kolkata,7,0.2,646.14,19.92
ORD-0985,2025-08-06,Furniture,Furnishings,East,Bhubaneswar,1,0.3,282.32,1.21
ORD-0986,2025-01-30,Office Supplies,Binders,South,Bengaluru,7,0.3,744.15,74.83
ORD-0987,2025-09-26,Office Supplies,Paper,East,Patna,3,0.15,311.82,11.03
ORD-0988,2025-12-31,Furniture,Bookcases,West,Pune,5,0.0,2606.6,344.21
ORD-0989,2025-04-28,Office Supplies,Labels,East,Kolkata,2,0.1,306.06,30.34
ORD-0990,2025-01-26,Office Supplies,Paper,North,Chandigarh,2,0.15,193.0,21.7
ORD-0991,2025-07-03,Furniture,Furnishings,East,Kolkata,6,0.2,1285.67,118.43
ORD-0992,2025-05-02,Office Supplies,Storage,North,Jaipur,3,0.05,477.63,107.95
ORD-0993,2025-09-30,Office Supplies,Binders,West,Pune,4,0.2,712.76,65.95
ORD-0994,2025-03-30,Furniture,Bookcases,East,Bhubaneswar,1,0.3,253.03,19.7
ORD-0995,2025-09-14,Furniture,Chairs,South,Bengaluru,7,0.2,1859.88,260.84
ORD-0996,2025-12-25,Office Supplies,Binders,East,Patna,6,0.3,854.32,111.54
ORD-0997,2025-07-18,Technology,Phones,East,Patna,3,0.05,1943.06,177.85
ORD-0998,2025-06-18,Technology,Printers,South,Bengaluru,4,0.1,1486.47,209.86
ORD-0999,2025-02-16,Office Supplies,Labels,East,Patna,9,0.15,1059.09,83.55
ORD-1000,2025-08-22,Office Supplies,Labels,North,Delhi,4,0.0,551.75,133.01
